Season,DayNum,WTeamID,LTeamID,WScore,LScore,team1Id,team2Id,winnerTeamId,y,team1Name,team2Name,team1_Short Conference Name,team1_Pre-Tournament.Tempo,team1_Pre-Tournament.RankTempo,team1_Pre-Tournament.AdjTempo,team1_Pre-Tournament.RankAdjTempo,team1_Pre-Tournament.OE,team1_Pre-Tournament.RankOE,team1_Pre-Tournament.AdjOE,team1_Pre-Tournament.RankAdjOE,team1_Pre-Tournament.DE,team1_Pre-Tournament.RankDE,team1_Pre-Tournament.AdjDE,team1_Pre-Tournament.RankAdjDE,team1_Pre-Tournament.AdjEM,team1_Pre-Tournament.RankAdjEM,team1_Mapped ESPN Team Name,team1_Seed,team1_Post-Season Tournament,team2_Short Conference Name,team2_Pre-Tournament.Tempo,team2_Pre-Tournament.RankTempo,team2_Pre-Tournament.AdjTempo,team2_Pre-Tournament.RankAdjTempo,team2_Pre-Tournament.OE,team2_Pre-Tournament.RankOE,team2_Pre-Tournament.AdjOE,team2_Pre-Tournament.RankAdjOE,team2_Pre-Tournament.DE,team2_Pre-Tournament.RankDE,team2_Pre-Tournament.AdjDE,team2_Pre-Tournament.RankAdjDE,team2_Pre-Tournament.AdjEM,team2_Pre-Tournament.RankAdjEM,team2_Mapped ESPN Team Name,team2_Seed,team2_Post-Season Tournament,Pre-Tournament.AdjDE_diff,Pre-Tournament.AdjEM_diff,Pre-Tournament.AdjOE_diff,Pre-Tournament.AdjTempo_diff,Pre-Tournament.DE_diff,Pre-Tournament.OE_diff,Pre-Tournament.RankAdjDE_diff,Pre-Tournament.RankAdjEM_diff,Pre-Tournament.RankAdjOE_diff,Pre-Tournament.RankAdjTempo_diff,Pre-Tournament.RankDE_diff,Pre-Tournament.RankOE_diff,Pre-Tournament.RankTempo_diff,Pre-Tournament.Tempo_diff,Seed_diff,teamFgPct,teamThreePtPct,teamFtPct,teamEFgPct,teamAstTo,oppFgPct,oppThreePtPct,oppFtPct,oppEFgPct,oppAstTo,fgPctDiff,threePtPctDiff,ftPctDiff,eFgPctDiff,astToDiff
2005,137,1277,1330,89,81,1277,1330,1277,1,Michigan State,Old Dominion,B10,66.6488,193.0,65.7071,187.0,116.545,5.0,119.608,7.0,94.8124,38.0,93.9891,26.0,25.6192,6.0,Michigan State,5.0,March Madness,CAA,66.9834,177.0,65.9978,172.0,104.568,100.0,104.244,138.0,90.1731,6.0,94.2423,29.0,10.002,75.0,Old Dominion,12.0,March Madness,-0.25320000000000675,15.617199999999999,15.364000000000004,-0.29070000000000107,4.6392999999999915,11.977000000000004,-3.0,-69.0,-131.0,15.0,32.0,-95.0,16.0,-0.3346000000000089,-7.0,44.52,32.93,78.29,48.87,1.03,42.62,35.0,84.62,48.36,0.87,1.9,-2.07,-6.33,0.51,0.16
2005,137,1280,1390,93,70,1280,1390,1280,1,Mississippi State,Stanford,SEC,68.9691,107.0,68.5911,76.0,104.689,97.0,108.143,73.0,95.82,45.0,93.6936,24.0,14.4497,38.0,Mississippi State,9.0,March Madness,P10,68.913,109.0,67.2084,120.0,101.007,178.0,106.525,103.0,98.3344,93.0,94.6177,33.0,11.907,55.0,Stanford,8.0,March Madness,-0.9240999999999957,2.5427,1.617999999999995,1.3826999999999998,-2.514400000000009,3.681999999999988,-9.0,-17.0,-30.0,-44.0,-48.0,-81.0,-2.0,0.056100000000000705,1.0,43.7,43.33,65.96,49.16,1.16,38.1,22.22,72.0,41.27,1.8,5.6,21.11,-6.04,7.89,-0.64
2005,137,1301,1150,75,63,1150,1301,1301,0,Charlotte,NC State,CUSA,70.8225,51.0,70.3386,34.0,108.703,46.0,112.371,36.0,99.8517,126.0,100.097,107.0,12.2743,50.0,Charlotte,7.0,March Madness,ACC,65.7805,227.0,62.7547,294.0,112.333,16.0,116.383,14.0,100.993,154.0,97.3737,65.0,19.009,23.0,NC State,10.0,March Madness,2.7232999999999947,-6.7347,-4.0120000000000005,7.5839,-1.141300000000001,-3.6299999999999955,42.0,27.0,22.0,-260.0,-28.0,30.0,-176.0,5.042000000000002,-3.0,39.66,38.1,64.29,46.55,0.55,40.88,37.7,82.69,48.11,0.93,-1.22,0.4,-18.4,-1.56,-0.38
2005,137,1314,1324,96,68,1314,1324,1314,1,North Carolina,Oakland,ACC,76.9427,3.0,73.6909,5.0,115.44,7.0,121.055,3.0,91.7506,12.0,89.0521,6.0,32.0028,2.0,North Carolina,1.0,March Madness,MCon,65.9635,216.0,65.4975,199.0,106.299,62.0,107.721,80.0,110.592,320.0,108.701,277.0,-0.980674,175.0,Oakland,16.0,March Madness,-19.648899999999998,32.983474,13.334000000000003,8.193399999999997,-18.841399999999993,9.140999999999991,-271.0,-173.0,-77.0,-194.0,-308.0,-55.0,-213.0,10.979200000000006,-15.0,51.4,41.74,66.42,58.1,1.39,46.96,43.33,68.42,52.61,0.96,4.44,-1.59,-2.0,5.49,0.43
2005,137,1329,1368,63,50,1329,1368,1329,1,Oklahoma State,SE Louisiana,B12,67.819,146.0,66.4584,150.0,115.401,8.0,120.257,4.0,97.6348,76.0,94.5142,32.0,25.7432,5.0,Oklahoma State,2.0,March Madness,Slnd,62.6556,305.0,60.1166,317.0,97.9697,229.0,97.2565,249.0,89.6536,4.0,94.1034,27.0,3.15302,134.0,SE Louisiana,15.0,March Madness,0.41080000000000894,22.59018,23.000500000000002,6.341799999999999,7.981200000000001,17.431299999999993,5.0,-129.0,-245.0,-167.0,72.0,-221.0,-159.0,5.163400000000003,-13.0,48.32,47.62,82.67,55.03,1.23,44.44,30.0,70.0,47.78,0.59,3.88,17.62,12.67,7.25,0.64
2005,137,1356,1388,65,56,1356,1388,1356,1,Southern Illinois,Saint Mary's,MVC,63.6746,287.0,63.1371,283.0,105.132,84.0,108.872,68.0,94.3327,30.0,92.3233,17.0,16.5489,29.0,Southern Illinois,7.0,March Madness,WCC,66.549,196.0,64.742,231.0,104.102,108.0,107.381,86.0,97.1902,63.0,97.5636,69.0,9.81777,77.0,Saint Mary's,10.0,March Madness,-5.240299999999991,6.73113,1.4909999999999997,-1.6049000000000078,-2.8575000000000017,1.0300000000000011,-52.0,-48.0,-18.0,52.0,-33.0,-24.0,91.0,-2.8744000000000085,-3.0,41.03,32.26,81.82,45.3,1.24,33.33,20.0,81.82,37.25,0.15,7.7,12.26,0.0,8.05,1.09
2005,137,1436,1393,60,57,1393,1436,1436,0,Syracuse,Vermont,BE,66.9966,175.0,66.0762,167.0,112.476,14.0,116.816,11.0,96.7516,58.0,95.4331,41.0,21.3833,16.0,Syracuse,4.0,March Madness,AE,65.565,236.0,64.9605,216.0,110.974,26.0,112.615,33.0,94.3801,35.0,98.97,87.0,13.6451,43.0,Vermont,13.0,March Madness,-3.536900000000003,7.738199999999999,4.201000000000008,1.115700000000004,2.3714999999999975,1.5019999999999953,-46.0,-27.0,-22.0,-49.0,23.0,-12.0,-61.0,1.431600000000003,-9.0,41.82,25.0,88.89,44.55,0.33,34.11,32.56,76.0,39.53,0.76,7.71,-7.56,12.89,5.02,-0.43
2005,137,1437,1307,55,47,1307,1437,1437,0,New Mexico,Villanova,MWC,66.5754,195.0,65.5042,198.0,113.8,13.0,114.069,24.0,97.7445,79.0,98.4124,79.0,15.6566,32.0,New Mexico,12.0,March Madness,BE,65.932,219.0,67.2118,119.0,111.623,22.0,115.814,17.0,94.3506,31.0,92.0012,12.0,23.8126,11.0,Villanova,5.0,March Madness,6.411200000000008,-8.156,-1.7449999999999903,-1.7075999999999993,3.393900000000002,2.1769999999999925,67.0,21.0,7.0,79.0,48.0,-9.0,-24.0,0.6433999999999997,7.0,29.82,16.0,75.0,33.33,0.35,36.05,27.94,69.23,41.57,0.6,-6.23,-11.94,5.77,-8.24,-0.25
2005,137,1458,1320,57,52,1320,1458,1458,0,Northern Iowa,Wisconsin,MVC,65.7893,225.0,64.7766,228.0,109.597,36.0,112.535,34.0,100.744,148.0,99.1544,92.0,13.3809,45.0,Northern Iowa,11.0,March Madness,B10,63.6004,289.0,62.9376,290.0,105.694,72.0,111.095,47.0,94.3788,34.0,90.7501,10.0,20.345,19.0,Wisconsin,6.0,March Madness,8.404299999999992,-6.964099999999998,1.4399999999999977,1.8389999999999986,6.3652000000000015,3.9029999999999916,82.0,26.0,-13.0,-62.0,114.0,-36.0,-64.0,2.1888999999999967,5.0,41.51,23.53,50.0,45.28,1.0,46.7,42.86,75.32,55.08,1.16,-5.19,-19.33,-25.32,-9.8,-0.16
2005,138,1112,1412,85,63,1112,1412,1112,1,Arizona,UAB,P10,70.9162,48.0,68.981,57.0,111.447,24.0,115.596,19.0,97.4413,70.0,94.9498,35.0,20.6464,17.0,Arizona,3.0,March Madness,CUSA,72.3871,26.0,70.5468,30.0,106.845,58.0,110.113,53.0,98.3903,94.0,97.7445,71.0,12.3689,49.0,UAB,11.0,March Madness,-2.794700000000006,8.2775,5.483000000000004,-1.56580000000001,-0.9489999999999981,4.602000000000004,-36.0,-32.0,-34.0,27.0,-24.0,-34.0,22.0,-1.4709000000000003,-8.0,54.21,39.71,75.95,60.51,1.09,39.02,28.26,66.67,44.31,1.03,15.19,11.45,9.28,16.2,0.06
2005,138,1228,1305,71,59,1228,1305,1228,1,Illinois,Nevada,B10,65.5156,238.0,64.8528,223.0,118.088,1.0,122.18,2.0,91.9408,14.0,88.8696,5.0,33.3107,1.0,Illinois,1.0,March Madness,WAC,67.5176,158.0,65.796,183.0,102.928,127.0,104.061,141.0,92.2452,16.0,92.4275,18.0,11.6337,59.0,Nevada,9.0,March Madness,-3.5578999999999894,21.677,18.119,-0.9432000000000045,-0.3044000000000011,15.159999999999997,-13.0,-58.0,-139.0,40.0,-2.0,-126.0,80.0,-2.0019999999999953,-8.0,45.66,36.08,75.29,53.64,1.87,37.07,26.09,65.12,39.66,0.95,8.59,9.99,10.17,13.98,0.92
2005,138,1246,1153,69,60,1153,1246,1246,0,Cincinnati,Kentucky,CUSA,69.1518,101.0,68.4596,81.0,109.623,35.0,112.199,38.0,92.6112,18.0,92.0126,13.0,20.1864,21.0,Cincinnati,7.0,March Madness,SEC,67.9429,142.0,67.1865,123.0,107.952,51.0,112.199,39.0,90.8059,7.0,88.253,2.0,23.9456,9.0,Kentucky,2.0,March Madness,3.759600000000006,-3.7592,0.0,1.2730999999999995,1.8053000000000026,1.6710000000000065,11.0,12.0,-1.0,-42.0,11.0,-16.0,-41.0,1.2088999999999999,5.0,39.83,36.36,63.41,46.61,1.56,50.96,40.0,66.28,56.25,0.94,-11.13,-3.64,-2.87,-9.64,0.62
2005,138,1403,1211,71,69,1211,1403,1403,0,Gonzaga,Texas Tech,WCC,68.5953,117.0,67.1057,129.0,116.076,6.0,120.006,5.0,101.757,178.0,101.569,143.0,18.4368,25.0,Gonzaga,3.0,March Madness,B12,70.8895,49.0,69.462,49.0,108.434,48.0,110.917,50.0,98.064,87.0,95.271,39.0,15.6457,33.0,Texas Tech,6.0,March Madness,6.298000000000002,2.791100000000002,9.088999999999999,-2.3563000000000045,3.693000000000012,7.641999999999996,104.0,-8.0,-45.0,80.0,91.0,-42.0,68.0,-2.2942000000000036,-3.0,46.28,24.14,60.0,49.17,1.17,50.9,30.77,64.58,53.29,1.32,-4.62,-6.63,-4.58,-4.12,-0.15
2005,138,1428,1328,67,58,1328,1428,1428,0,Oklahoma,Utah,B12,67.2377,166.0,64.7668,229.0,111.836,19.0,115.786,18.0,93.6407,27.0,92.1522,14.0,23.6343,12.0,Oklahoma,3.0,March Madness,MWC,60.2212,325.0,59.0106,324.0,111.768,21.0,113.641,26.0,94.5282,36.0,93.4851,22.0,20.1555,22.0,Utah,6.0,March Madness,-1.3329000000000093,3.4787999999999997,2.144999999999996,5.756200000000007,-0.8875000000000028,0.06799999999999784,-8.0,-10.0,-8.0,-95.0,-9.0,-2.0,-159.0,7.016500000000001,-3.0,39.29,15.62,79.41,41.07,0.9,47.24,35.71,57.89,53.15,0.8,-7.95,-20.09,21.52,-12.08,0.1
2005,138,1449,1334,97,79,1334,1449,1449,0,Pacific,Washington,BW,64.2503,280.0,63.6235,267.0,111.788,20.0,113.489,27.0,97.9135,84.0,99.2906,93.0,14.1981,40.0,Pacific,8.0,March Madness,P10,74.1953,10.0,71.8909,14.0,114.972,9.0,119.924,6.0,98.5611,98.0,97.2424,62.0,22.6814,14.0,Washington,1.0,March Madness,2.0481999999999942,-8.4833,-6.435000000000002,-8.267400000000002,-0.6475999999999971,-3.1839999999999975,31.0,26.0,21.0,253.0,-14.0,11.0,270.0,-9.945000000000007,7.0,45.9,40.91,70.0,53.28,1.4,50.79,35.82,69.57,57.14,1.5,-4.89,5.09,0.43,-3.86,-0.1
2005,138,1452,1448,111,105,1448,1452,1452,0,Wake Forest,West Virginia,ACC,71.7158,32.0,68.7048,70.0,117.024,2.0,125.004,1.0,101.94,187.0,99.1181,90.0,25.8856,4.0,Wake Forest,2.0,March Madness,BE,64.2966,278.0,63.8385,259.0,108.771,44.0,112.738,32.0,101.904,184.0,98.8811,85.0,13.8568,42.0,West Virginia,7.0,March Madness,0.23699999999999477,12.0288,12.266000000000005,4.8663000000000025,0.036000000000001364,8.253,5.0,-38.0,-31.0,-189.0,3.0,-42.0,-246.0,7.419200000000004,-5.0,46.51,33.33,66.67,53.1,1.18,50.93,46.67,76.19,60.75,1.29,-4.42,-13.34,-9.52,-7.65,-0.11
2005,138,1454,1130,83,75,1130,1454,1454,0,Boston College,Milwaukee,BE,64.9514,258.0,64.2996,244.0,109.51,37.0,113.859,25.0,97.2734,64.0,95.8068,48.0,18.0519,26.0,Boston College,4.0,March Madness,Horz,67.8261,145.0,68.9088,60.0,107.337,55.0,108.035,74.0,93.7108,28.0,95.0665,36.0,12.9683,47.0,Milwaukee,12.0,March Madness,0.7402999999999906,5.083600000000001,5.823999999999998,-4.609200000000001,3.562599999999989,2.173000000000002,12.0,-21.0,-49.0,184.0,36.0,-18.0,113.0,-2.87469999999999,-8.0,51.96,52.17,70.0,57.84,0.98,45.68,40.54,75.0,54.94,1.4,6.28,11.63,-5.0,2.9,-0.42
2005,139,1181,1280,63,55,1181,1280,1181,1,Duke,Mississippi State,ACC,70.799,52.0,68.6081,74.0,112.315,17.0,117.435,10.0,92.6727,19.0,88.7397,3.0,28.6957,3.0,Duke,1.0,March Madness,SEC,68.9691,107.0,68.5911,76.0,104.689,97.0,108.143,73.0,95.82,45.0,93.6936,24.0,14.4497,38.0,Mississippi State,9.0,March Madness,-4.953900000000004,14.245999999999999,9.292000000000002,0.016999999999995907,-3.147299999999987,7.626000000000005,-21.0,-35.0,-63.0,-2.0,-26.0,-80.0,-55.0,1.8299000000000092,-8.0,40.71,32.81,71.62,48.21,0.54,43.7,43.33,65.96,49.16,1.16,-2.99,-10.52,5.66,-0.95,-0.62
2005,139,1257,1210,76,54,1210,1257,1257,0,Georgia Tech,Louisville,ACC,71.0692,42.0,69.1369,52.0,104.075,109.0,109.089,66.0,92.2269,15.0,88.7409,4.0,20.3479,18.0,Georgia Tech,5.0,March Madness,CUSA,70.4444,67.0,67.4861,114.0,114.037,12.0,116.489,13.0,89.9008,5.0,91.7883,11.0,24.7011,8.0,Louisville,4.0,March Madness,-3.0474000000000103,-4.353200000000001,-7.400000000000006,1.6508000000000038,2.3260999999999967,-9.962000000000003,-7.0,10.0,53.0,-62.0,10.0,97.0,-25.0,0.6247999999999934,1.0,44.04,40.62,78.12,50.0,0.92,47.94,37.61,70.16,56.18,1.24,-3.9,3.01,7.96,-6.18,-0.32
2005,139,1277,1436,72,61,1277,1436,1277,1,Michigan State,Vermont,B10,66.6488,193.0,65.7071,187.0,116.545,5.0,119.608,7.0,94.8124,38.0,93.9891,26.0,25.6192,6.0,Michigan State,5.0,March Madness,AE,65.565,236.0,64.9605,216.0,110.974,26.0,112.615,33.0,94.3801,35.0,98.97,87.0,13.6451,43.0,Vermont,13.0,March Madness,-4.980900000000005,11.9741,6.993000000000009,0.7466000000000008,0.4322999999999979,5.570999999999998,-61.0,-37.0,-26.0,-29.0,3.0,-21.0,-43.0,1.0837999999999965,-8.0,44.52,32.93,78.29,48.87,1.03,34.11,32.56,76.0,39.53,0.76,10.41,0.37,2.29,9.34,0.27
2005,139,1301,1163,65,62,1163,1301,1301,0,UConn,NC State,BE,71.4591,36.0,70.6715,26.0,109.018,43.0,112.503,35.0,93.4258,22.0,89.7487,8.0,22.7543,13.0,UConn,2.0,March Madness,ACC,65.7805,227.0,62.7547,294.0,112.333,16.0,116.383,14.0,100.993,154.0,97.3737,65.0,19.009,23.0,NC State,10.0,March Madness,-7.625,3.7453000000000003,-3.8799999999999955,7.916799999999995,-7.5672,-3.3149999999999977,-57.0,-10.0,21.0,-268.0,-132.0,27.0,-191.0,5.678600000000003,-8.0,46.36,25.0,74.42,48.64,0.96,40.88,37.7,82.69,48.11,0.93,5.48,-12.7,-8.27,0.53,0.03
2005,139,1314,1235,92,65,1235,1314,1314,0,Iowa State,North Carolina,B12,67.5643,155.0,66.7132,139.0,99.8464,201.0,103.174,157.0,93.5264,24.0,90.1667,9.0,13.0077,46.0,Iowa State,9.0,March Madness,ACC,76.9427,3.0,73.6909,5.0,115.44,7.0,121.055,3.0,91.7506,12.0,89.0521,6.0,32.0028,2.0,North Carolina,1.0,March Madness,1.11460000000001,-18.9951,-17.881,-6.977699999999999,1.7757999999999896,-15.593599999999995,3.0,44.0,154.0,134.0,12.0,194.0,152.0,-9.3784,8.0,39.1,28.57,52.78,41.35,1.03,51.4,41.74,66.42,58.1,1.39,-12.3,-13.17,-13.64,-16.75,-0.36
2005,139,1329,1356,85,77,1329,1356,1329,1,Oklahoma State,Southern Illinois,B12,67.819,146.0,66.4584,150.0,115.401,8.0,120.257,4.0,97.6348,76.0,94.5142,32.0,25.7432,5.0,Oklahoma State,2.0,March Madness,MVC,63.6746,287.0,63.1371,283.0,105.132,84.0,108.872,68.0,94.3327,30.0,92.3233,17.0,16.5489,29.0,Southern Illinois,7.0,March Madness,2.190899999999999,9.194300000000002,11.385000000000005,3.321300000000001,3.302099999999996,10.268999999999991,15.0,-24.0,-64.0,-133.0,46.0,-76.0,-141.0,4.1444000000000045,-5.0,48.32,47.62,82.67,55.03,1.23,41.03,32.26,81.82,45.3,1.24,7.29,15.36,0.85,9.73,-0.01
2005,139,1437,1196,76,65,1196,1437,1437,0,Florida,Villanova,SEC,66.7209,185.0,64.8327,225.0,114.292,11.0,117.796,9.0,93.7235,29.0,92.9202,19.0,24.8756,7.0,Florida,4.0,March Madness,BE,65.932,219.0,67.2118,119.0,111.623,22.0,115.814,17.0,94.3506,31.0,92.0012,12.0,23.8126,11.0,Villanova,5.0,March Madness,0.9189999999999969,1.0629999999999988,1.9820000000000135,-2.379099999999994,-0.6270999999999987,2.668999999999997,7.0,-4.0,-8.0,106.0,-2.0,-11.0,-34.0,0.7888999999999982,-1.0,38.68,34.15,81.82,45.28,0.69,36.05,27.94,69.23,41.57,0.6,2.63,6.21,12.59,3.71,0.09
2005,139,1458,1137,71,62,1137,1458,1458,0,Bucknell,Wisconsin,Pat,63.5226,292.0,63.3119,278.0,100.019,195.0,101.077,203.0,91.5787,10.0,95.2281,37.0,5.8484,102.0,Bucknell,14.0,March Madness,B10,63.6004,289.0,62.9376,290.0,105.694,72.0,111.095,47.0,94.3788,34.0,90.7501,10.0,20.345,19.0,Wisconsin,6.0,March Madness,4.477999999999994,-14.496599999999999,-10.018,0.3742999999999981,-2.8001000000000005,-5.674999999999997,27.0,83.0,156.0,-12.0,-24.0,123.0,3.0,-0.07780000000000342,8.0,42.86,28.26,76.67,49.05,1.58,46.7,42.86,75.32,55.08,1.16,-3.84,-14.6,1.35,-6.03,0.42
2005,143,1112,1329,79,78,1112,1329,1112,1,Arizona,Oklahoma State,P10,70.9162,48.0,68.981,57.0,111.447,24.0,115.596,19.0,97.4413,70.0,94.9498,35.0,20.6464,17.0,Arizona,3.0,March Madness,B12,67.819,146.0,66.4584,150.0,115.401,8.0,120.257,4.0,97.6348,76.0,94.5142,32.0,25.7432,5.0,Oklahoma State,2.0,March Madness,0.43559999999999377,-5.096800000000002,-4.661000000000001,2.522599999999997,-0.19350000000000023,-3.9539999999999935,3.0,12.0,15.0,-93.0,-6.0,16.0,-98.0,3.097200000000001,1.0,54.21,39.71,75.95,60.51,1.09,48.32,47.62,82.67,55.03,1.23,5.89,-7.91,-6.72,5.48,-0.14
2005,143,1228,1454,77,63,1228,1454,1228,1,Illinois,Milwaukee,B10,65.5156,238.0,64.8528,223.0,118.088,1.0,122.18,2.0,91.9408,14.0,88.8696,5.0,33.3107,1.0,Illinois,1.0,March Madness,Horz,67.8261,145.0,68.9088,60.0,107.337,55.0,108.035,74.0,93.7108,28.0,95.0665,36.0,12.9683,47.0,Milwaukee,12.0,March Madness,-6.196899999999999,20.342399999999998,14.14500000000001,-4.055999999999997,-1.7700000000000102,10.75099999999999,-31.0,-46.0,-72.0,163.0,-14.0,-54.0,93.0,-2.3104999999999905,-11.0,45.66,36.08,75.29,53.64,1.87,45.68,40.54,75.0,54.94,1.4,-0.02,-4.46,0.29,-1.3,0.47
2005,143,1257,1449,93,79,1257,1449,1257,1,Louisville,Washington,CUSA,70.4444,67.0,67.4861,114.0,114.037,12.0,116.489,13.0,89.9008,5.0,91.7883,11.0,24.7011,8.0,Louisville,4.0,March Madness,P10,74.1953,10.0,71.8909,14.0,114.972,9.0,119.924,6.0,98.5611,98.0,97.2424,62.0,22.6814,14.0,Washington,1.0,March Madness,-5.454099999999997,2.0197000000000003,-3.4350000000000023,-4.404800000000009,-8.660299999999992,-0.9349999999999881,-51.0,-6.0,7.0,100.0,-93.0,3.0,57.0,-3.7509000000000015,3.0,47.94,37.61,70.16,56.18,1.24,50.79,35.82,69.57,57.14,1.5,-2.85,1.79,0.59,-0.96,-0.26
2005,143,1452,1403,65,60,1403,1452,1452,0,Texas Tech,West Virginia,B12,70.8895,49.0,69.462,49.0,108.434,48.0,110.917,50.0,98.064,87.0,95.271,39.0,15.6457,33.0,Texas Tech,6.0,March Madness,BE,64.2966,278.0,63.8385,259.0,108.771,44.0,112.738,32.0,101.904,184.0,98.8811,85.0,13.8568,42.0,West Virginia,7.0,March Madness,-3.6101000000000028,1.7889,-1.820999999999998,5.6235,-3.8400000000000034,-0.3370000000000033,-46.0,-9.0,18.0,-210.0,-97.0,4.0,-229.0,6.5929,-1.0,50.9,30.77,64.58,53.29,1.32,50.93,46.67,76.19,60.75,1.29,-0.03,-15.9,-11.61,-7.46,0.03
2005,144,1246,1428,62,52,1246,1428,1246,1,Kentucky,Utah,SEC,67.9429,142.0,67.1865,123.0,107.952,51.0,112.199,39.0,90.8059,7.0,88.253,2.0,23.9456,9.0,Kentucky,2.0,March Madness,MWC,60.2212,325.0,59.0106,324.0,111.768,21.0,113.641,26.0,94.5282,36.0,93.4851,22.0,20.1555,22.0,Utah,6.0,March Madness,-5.232100000000003,3.790099999999999,-1.4420000000000073,8.175899999999999,-3.722300000000004,-3.8160000000000025,-20.0,-13.0,13.0,-201.0,-29.0,30.0,-183.0,7.721699999999991,-4.0,50.96,40.0,66.28,56.25,0.94,47.24,35.71,57.89,53.15,0.8,3.72,4.29,8.39,3.1,0.14
2005,144,1277,1181,78,68,1181,1277,1277,0,Duke,Michigan State,ACC,70.799,52.0,68.6081,74.0,112.315,17.0,117.435,10.0,92.6727,19.0,88.7397,3.0,28.6957,3.0,Duke,1.0,March Madness,B10,66.6488,193.0,65.7071,187.0,116.545,5.0,119.608,7.0,94.8124,38.0,93.9891,26.0,25.6192,6.0,Michigan State,5.0,March Madness,-5.249399999999994,3.0764999999999993,-2.173000000000002,2.9009999999999962,-2.1396999999999906,-4.230000000000004,-23.0,-3.0,3.0,-113.0,-19.0,12.0,-141.0,4.150200000000012,-4.0,40.71,32.81,71.62,48.21,0.54,44.52,32.93,78.29,48.87,1.03,-3.81,-0.12,-6.67,-0.66,-0.49
2005,144,1314,1437,67,66,1314,1437,1314,1,North Carolina,Villanova,ACC,76.9427,3.0,73.6909,5.0,115.44,7.0,121.055,3.0,91.7506,12.0,89.0521,6.0,32.0028,2.0,North Carolina,1.0,March Madness,BE,65.932,219.0,67.2118,119.0,111.623,22.0,115.814,17.0,94.3506,31.0,92.0012,12.0,23.8126,11.0,Villanova,5.0,March Madness,-2.9491000000000014,8.1902,5.241000000000014,6.4791000000000025,-2.5999999999999943,3.816999999999993,-6.0,-9.0,-14.0,-114.0,-19.0,-15.0,-216.0,11.0107,-4.0,51.4,41.74,66.42,58.1,1.39,36.05,27.94,69.23,41.57,0.6,15.35,13.8,-2.81,16.53,0.79
2005,144,1458,1301,65,56,1301,1458,1458,0,NC State,Wisconsin,ACC,65.7805,227.0,62.7547,294.0,112.333,16.0,116.383,14.0,100.993,154.0,97.3737,65.0,19.009,23.0,NC State,10.0,March Madness,B10,63.6004,289.0,62.9376,290.0,105.694,72.0,111.095,47.0,94.3788,34.0,90.7501,10.0,20.345,19.0,Wisconsin,6.0,March Madness,6.623599999999996,-1.3359999999999985,5.287999999999997,-0.18290000000000362,6.614199999999997,6.638999999999996,55.0,4.0,-33.0,4.0,120.0,-56.0,-62.0,2.180100000000003,4.0,40.88,37.7,82.69,48.11,0.93,46.7,42.86,75.32,55.08,1.16,-5.82,-5.16,7.37,-6.97,-0.23
2005,145,1228,1112,90,89,1112,1228,1228,0,Arizona,Illinois,P10,70.9162,48.0,68.981,57.0,111.447,24.0,115.596,19.0,97.4413,70.0,94.9498,35.0,20.6464,17.0,Arizona,3.0,March Madness,B10,65.5156,238.0,64.8528,223.0,118.088,1.0,122.18,2.0,91.9408,14.0,88.8696,5.0,33.3107,1.0,Illinois,1.0,March Madness,6.080199999999991,-12.664299999999997,-6.584000000000003,4.1281999999999925,5.500500000000002,-6.640999999999991,30.0,16.0,17.0,-166.0,56.0,23.0,-190.0,5.400599999999997,2.0,54.21,39.71,75.95,60.51,1.09,45.66,36.08,75.29,53.64,1.87,8.55,3.63,0.66,6.87,-0.78
2005,145,1257,1452,93,85,1257,1452,1257,1,Louisville,West Virginia,CUSA,70.4444,67.0,67.4861,114.0,114.037,12.0,116.489,13.0,89.9008,5.0,91.7883,11.0,24.7011,8.0,Louisville,4.0,March Madness,BE,64.2966,278.0,63.8385,259.0,108.771,44.0,112.738,32.0,101.904,184.0,98.8811,85.0,13.8568,42.0,West Virginia,7.0,March Madness,-7.092799999999997,10.8443,3.7510000000000048,3.64759999999999,-12.003199999999993,5.266000000000005,-74.0,-34.0,-19.0,-145.0,-179.0,-32.0,-211.0,6.147800000000004,-3.0,47.94,37.61,70.16,56.18,1.24,50.93,46.67,76.19,60.75,1.29,-2.99,-9.06,-6.03,-4.57,-0.05
2005,146,1277,1246,94,88,1246,1277,1277,0,Kentucky,Michigan State,SEC,67.9429,142.0,67.1865,123.0,107.952,51.0,112.199,39.0,90.8059,7.0,88.253,2.0,23.9456,9.0,Kentucky,2.0,March Madness,B10,66.6488,193.0,65.7071,187.0,116.545,5.0,119.608,7.0,94.8124,38.0,93.9891,26.0,25.6192,6.0,Michigan State,5.0,March Madness,-5.736099999999993,-1.6736000000000004,-7.409000000000006,1.4793999999999983,-4.006500000000003,-8.593000000000004,-24.0,3.0,32.0,-64.0,-31.0,46.0,-51.0,1.2941000000000003,-3.0,50.96,40.0,66.28,56.25,0.94,44.52,32.93,78.29,48.87,1.03,6.44,7.07,-12.01,7.38,-0.09
